user_idx,recourse,cost,is_it_valid,length,mixture_class,model_score
0,False,1.0,1.0,1,5,0.1715309
1,False,1.0,1.0,1,5,0.10756233
2,False,18.596392436470026,1.0,2,2,0.04125648
3,False,1.0,1.0,1,1,0.1387967
4,False,53.83072326039685,1.0,2,3,0.056782506
5,False,1.0,1.0,1,4,0.1688107
6,False,1.0,1.0,1,3,0.13363743
7,False,1.0,1.0,1,1,0.10413679
8,False,102.0241584374502,1.0,2,1,0.038306
9,False,114.85926107704482,1.0,2,4,0.029736254
10,False,1.0,1.0,1,1,0.04441271
11,False,2.0,1.0,2,5,0.15758882
12,False,62.57190672823688,1.0,2,0,0.01726184
13,False,62.057918657974845,1.0,2,0,0.05988306
14,False,1.0,1.0,1,0,0.11171148
15,False,1.0,1.0,1,2,0.08542881
16,False,52.189370335537085,1.0,2,3,0.055817436
17,False,1.0,1.0,1,4,0.0433057
18,False,1.0,1.0,1,2,0.097436845
19,False,2.0,1.0,2,5,0.052044693
20,False,2.0,1.0,2,5,0.099595815
21,False,95.56534626045686,1.0,2,1,0.032427475
22,False,18.53591218572432,1.0,2,2,0.014490296
23,False,19.708763632871346,1.0,2,2,0.033596642
24,False,74.81831692687786,1.0,2,1,0.024354324
25,False,1.0,1.0,1,1,0.17935656
26,False,110.47716291819661,1.0,2,4,0.049359225
27,False,51.57619364634197,1.0,2,3,0.03236979
28,False,1.0,1.0,1,4,0.045118753
29,False,1.0,1.0,1,1,0.087735854
30,False,70.71171552544499,1.0,2,1,3.6632343e-06
31,False,1.0,1.0,1,2,0.18246707
32,False,21.772683365614938,1.0,2,2,0.024228636
33,False,1.0,1.0,1,2,0.17272238
34,False,54.479777249638126,1.0,2,3,0.06541541
35,False,51.201310064983616,1.0,2,3,0.060269065
36,False,63.80161029647827,1.0,2,0,0.05361135
37,False,1.0,1.0,1,4,0.1350747
38,False,1.0,1.0,1,2,0.09687487
39,False,69.41440724621752,1.0,2,1,3.5330493e-06
40,False,18.600800819535742,1.0,2,2,0.022637006
41,False,133.35469136496252,1.0,2,4,0.08996412
42,False,66.9726278374854,1.0,2,0,0.100202695
43,False,90.61794107234756,1.0,2,1,0.06835926
44,False,1.0,1.0,1,0,0.113389626
45,False,2.0,1.0,2,5,0.03247336
46,False,1.0,1.0,1,2,0.18949221
47,False,2.0,1.0,2,5,0.09466532
48,False,1.0,1.0,1,4,0.14692584
49,False,1.0,1.0,1,1,0.13996758
50,False,54.3469509563638,1.0,2,3,0.021586472
51,False,81.27889003714353,1.0,2,1,0.04860466
52,False,1.0,1.0,1,1,0.11685561
53,False,1.0,1.0,1,0,0.17630209
54,False,2.0,1.0,2,5,0.053863663
55,False,19.355460773722623,1.0,2,2,0.025131345
56,False,24.977535354581743,1.0,2,2,0.046182767
57,False,68.02781977718183,1.0,2,0,0.043071944
58,False,153.29820281579384,1.0,2,4,0.06259036
59,False,1.0,1.0,1,4,0.17829613
60,False,1.0,1.0,1,1,0.18033126
61,False,2.0,1.0,2,5,0.023801235
62,False,50.54371145953609,1.0,2,3,0.02977738
63,False,23.33224772041045,1.0,2,2,0.03507945
64,False,1.0,1.0,1,5,0.16028927
65,False,126.83933769741716,1.0,2,4,0.022740051
66,False,63.286115096901824,1.0,2,0,0.024648966
67,False,1.0,1.0,1,3,0.15627857
68,False,1.0,1.0,1,5,0.079099245
69,False,62.37697439654364,1.0,2,0,0.048585106
70,False,1.0,1.0,1,1,0.16535622
71,False,2.0,1.0,2,5,3.6846386e-06
72,False,52.635765075463226,1.0,2,3,0.043118175
73,False,19.75956361609039,1.0,2,2,0.065587305
74,False,1.0,1.0,1,1,0.10196678
