user_idx,recourse,cost,is_it_valid,length,mixture_class,model_score
0,0.0,1.0,True,1,4,0.0006690778
1,0.0,1.0,True,1,3,0.009398235
2,0.0,1.0,True,1,2,0.0057883305
3,0.0,1.0,True,1,3,0.009315398
4,0.0,1.0,True,1,0,0.0062969043
5,0.0,1.0,True,1,0,0.014292444
6,0.0,1.0,True,1,1,0.008921952
7,0.0,1.0,True,1,0,0.0059779524
8,0.0,1.0,True,1,5,0.0046031377
9,0.0,1.0,True,1,0,0.011132417
10,0.0,1.0,True,1,4,0.013270621
11,0.0,1.0,True,1,5,0.014188824
12,0.0,1.0,True,1,3,0.0024601102
13,0.0,1.0,True,1,2,0.0066277944
14,0.0,1.0,True,1,2,0.010049545
15,0.0,1.0,True,1,4,0.004338918
16,0.0,1.0,True,1,3,0.0066736713
17,0.0,1.0,True,1,0,0.014581647
18,0.0,1.0,True,1,3,0.008921952
19,0.0,1.0,True,1,2,0.012085985
20,0.0,1.0,True,1,2,0.006766363
21,0.0,1.0,True,1,1,0.008564284
22,0.0,1.0,True,1,0,0.010595009
23,0.0,1.0,True,1,1,0.012833659
24,0.0,1.0,True,1,3,0.008158274
25,0.0,1.0,True,1,4,0.009709298
26,0.0,1.0,True,1,1,0.0013075722
27,0.0,1.0,True,1,4,0.0029451544
28,0.0,1.0,True,1,2,0.015731439
29,0.0,1.0,True,1,3,0.0068084504
30,0.0,1.0,True,1,3,0.0020622814
31,0.0,1.0,True,1,0,0.009136501
32,0.0,1.0,True,1,1,0.0072428673
33,0.0,1.0,True,1,3,0.00564713
34,0.0,1.0,True,1,4,0.010428505
35,0.0,1.0,True,1,4,0.007201404
36,0.0,1.0,True,1,3,0.006632037
37,0.0,1.0,True,1,1,0.0027987661
38,0.0,1.0,True,1,5,0.007872501
39,0.0,1.0,True,1,3,0.010166634
40,0.0,1.0,True,1,5,0.003031388
41,0.0,1.0,True,1,2,0.017511157
42,0.0,1.0,True,1,5,0.0074264
43,1.0,700.5392825319095,True,6,5,0.011513559
44,0.0,1.0,True,1,4,0.002459213
45,0.0,1.0,True,1,0,0.007850361
46,0.0,1.0,True,1,0,0.004873253
47,0.0,1.0,True,1,3,0.0080674235
48,0.0,1.0,True,1,1,0.008223293
49,0.0,1.0,True,1,1,0.002149205
50,0.0,1.0,True,1,1,0.005774563
51,0.0,1.0,True,1,1,0.009468404
52,0.0,1.0,True,1,3,0.003898015
53,0.0,1.0,True,1,3,0.011895294
54,0.0,1.0,True,1,5,0.009761523
55,0.0,1.0,True,1,0,0.005468979
56,0.0,1.0,True,1,1,0.011187854
57,0.0,1.0,True,1,2,0.010939959
58,0.0,1.0,True,1,1,0.017049655
59,0.0,1.0,True,1,0,0.0064199036
60,0.0,1.0,True,1,2,0.007770758
61,0.0,1.0,True,1,0,0.004365614
62,0.0,1.0,True,1,4,0.007677705
63,0.0,1.0,True,1,1,0.005346171
64,0.0,1.0,True,1,3,0.0066386214
65,0.0,1.0,True,1,1,0.017006604
66,0.0,1.0,True,1,2,0.005436111
67,0.0,1.0,True,1,4,0.008191256
68,0.0,1.0,True,1,5,0.004779031
69,0.0,1.0,True,1,3,0.0069417735
70,0.0,1.0,True,1,3,0.0051004183
71,0.0,1.0,True,1,0,0.017596515
72,0.0,1.0,True,1,5,0.004528608
73,0.0,1.0,True,1,0,0.008517155
74,0.0,1.0,True,1,3,0.0112665035
75,0.0,1.0,True,1,2,0.0114572225
76,0.0,1.0,True,1,4,0.007793944
77,0.0,1.0,True,1,2,0.013498721
78,0.0,1.0,True,1,2,0.0061034225
79,0.0,1.0,True,1,4,0.015408746
80,0.0,1.0,True,1,2,0.0067004347
81,0.0,1.0,True,1,2,0.00722397
82,0.0,1.0,True,1,4,0.004843325
83,0.0,1.0,True,1,2,0.012547343
84,0.0,1.0,True,1,1,0.008072328
85,0.0,1.0,True,1,0,0.004239688
86,0.0,1.0,True,1,1,0.008871724
87,0.0,1.0,True,1,0,0.006454897
88,0.0,1.0,True,1,5,0.01618508
89,0.0,1.0,True,1,2,0.0039758882
90,0.0,1.0,True,1,0,0.007302408
91,0.0,1.0,True,1,1,0.012309729
92,0.0,1.0,True,1,1,0.00645494
93,0.0,1.0,True,1,0,0.0059804716
94,0.0,1.0,True,1,3,0.0054744515
95,0.0,1.0,True,1,1,0.013541311
96,0.0,1.0,True,1,5,0.0040410855
97,0.0,1.0,True,1,3,0.012213665
98,0.0,1.0,True,1,0,0.0051366836
99,0.0,1.0,True,1,1,0.013528736
100,0.0,1.0,True,1,4,0.010383997
101,0.0,1.0,True,1,1,0.015818436
102,0.0,1.0,True,1,4,0.012605692
103,0.0,1.0,True,1,0,0.0017029875
104,0.0,1.0,True,1,4,0.0154206855
105,0.0,1.0,True,1,0,0.0046074
106,0.0,1.0,True,1,2,0.016336089
107,0.0,1.0,True,1,4,0.006229198
108,0.0,1.0,True,1,5,0.013682083
109,0.0,1.0,True,1,4,0.013400538
110,0.0,1.0,True,1,3,0.0058051376
111,0.0,1.0,True,1,4,0.009189464
112,0.0,1.0,True,1,3,0.0061145895
113,0.0,1.0,True,1,1,0.016514517
114,0.0,1.0,True,1,1,0.004980282
115,0.0,1.0,True,1,2,0.011900469
116,0.0,1.0,True,1,3,0.007325937
117,0.0,1.0,True,1,1,0.0110773565
118,0.0,1.0,True,1,5,0.01588714
119,0.0,1.0,True,1,3,0.01325126
120,0.0,1.0,True,1,5,0.0056131897
121,0.0,1.0,True,1,3,0.0057813176
122,0.0,1.0,True,1,3,0.009232987
123,0.0,1.0,True,1,0,0.0048044105
124,0.0,1.0,True,1,0,0.008466649
125,0.0,1.0,True,1,5,0.0122462865
126,0.0,1.0,True,1,5,0.009155212
127,0.0,1.0,True,1,4,0.0076891207
128,0.0,1.0,True,1,0,0.002256142
129,0.0,1.0,True,1,4,0.0063524037
130,0.0,1.0,True,1,5,0.0054601603
131,0.0,1.0,True,1,5,0.007924176
132,0.0,1.0,True,1,5,0.01489718
133,0.0,1.0,True,1,5,0.0038908806
134,0.0,1.0,True,1,2,0.007394585
135,0.0,1.0,True,1,0,0.0051796883
136,0.0,1.0,True,1,0,0.01110073
137,0.0,1.0,True,1,1,0.005878691
138,0.0,1.0,True,1,2,0.011842955
139,0.0,1.0,True,1,5,0.0057980856
140,0.0,1.0,True,1,4,0.013142145
141,0.0,1.0,True,1,2,0.0063402792
142,0.0,1.0,True,1,1,0.0071517625
143,0.0,1.0,True,1,1,0.0071747247
144,0.0,1.0,True,1,5,0.0062255687
145,0.0,1.0,True,1,2,0.01091414
146,0.0,1.0,True,1,3,0.007899395
147,0.0,1.0,True,1,5,0.002149205
148,0.0,1.0,True,1,4,0.017227666
149,0.0,1.0,True,1,5,0.0053743753
150,0.0,1.0,True,1,0,0.013617121
151,0.0,1.0,True,1,0,0.0059750797
152,0.0,1.0,True,1,4,0.0042952034
153,0.0,1.0,True,1,0,0.00867202
154,0.0,1.0,True,1,3,0.017524133
155,0.0,1.0,True,1,1,0.010585685
156,0.0,1.0,True,1,2,0.012693549
157,0.0,1.0,True,1,2,0.005154188
158,0.0,1.0,True,1,5,0.012353821
159,0.0,1.0,True,1,3,0.008040338
160,0.0,1.0,True,1,3,0.0033933357
161,0.0,1.0,True,1,0,0.007933628
162,0.0,1.0,True,1,3,0.008701544
163,0.0,1.0,True,1,5,0.009638339
164,0.0,1.0,True,1,1,0.01670559
165,0.0,1.0,True,1,1,0.0091206245
166,0.0,1.0,True,1,3,0.014484732
167,0.0,1.0,True,1,0,0.010237262
168,0.0,1.0,True,1,1,0.015056264
169,0.0,1.0,True,1,0,0.011287542
170,0.0,1.0,True,1,1,0.016604511
171,0.0,1.0,True,1,5,0.00748988
172,0.0,1.0,True,1,2,0.0085439915
173,0.0,1.0,True,1,0,0.012324028
174,0.0,1.0,True,1,0,0.009154178
175,0.0,1.0,True,1,3,0.017566174
176,0.0,1.0,True,1,2,0.0033275462
177,0.0,1.0,True,1,1,0.016103003
178,0.0,1.0,True,1,4,0.0038019451
179,0.0,1.0,True,1,0,0.012257054
180,0.0,1.0,True,1,5,0.0053978963
181,0.0,1.0,True,1,4,0.0052594747
182,0.0,1.0,True,1,3,0.0033786525
183,0.0,1.0,True,1,5,0.007857473
184,0.0,1.0,True,1,5,0.0032435732
185,0.0,1.0,True,1,2,0.014084793
186,0.0,1.0,True,1,5,0.010099774
187,0.0,1.0,True,1,1,0.011586004
188,0.0,1.0,True,1,2,0.013803729
189,0.0,1.0,True,1,2,0.0073137092
190,0.0,1.0,True,1,2,0.0062255687
191,0.0,1.0,True,1,4,0.004407719
192,0.0,1.0,True,1,4,0.008143386
193,0.0,1.0,True,1,0,0.010977683
194,0.0,1.0,True,1,0,0.0040410855
