user_idx,recourse,cost,elicitation,length,mixture_class,model_score,seed
0,1,50.91181503537227,0,2,5,0.19935061,2027.0
1,1,2.0,0,2,4,0.12766592,2027.0
2,1,51.910405703408685,0,2,5,0.14145544,2027.0
3,1,2.0,0,2,2,0.49692807,2027.0
4,1,142.38991416507383,0,3,4,0.069834515,2027.0
5,1,350.94352652816497,0,4,3,0.012024565,2027.0
6,1,2.0,0,2,4,0.09527259,2027.0
7,1,592.2632136048339,0,3,1,0.011895294,2027.0
8,1,336.55182551705605,0,3,3,0.011897402,2027.0
9,1,56.605722000976684,0,3,5,0.09988915,2027.0
10,1,259.1988451052896,0,4,1,0.21406022,2027.0
11,1,2.0,0,2,4,0.481334,2027.0
12,1,173.61014912065767,0,3,5,0.0058755237,2027.0
13,1,107.02261302265708,0,5,3,0.062315535,2027.0
14,1,54.479884245396505,0,2,1,0.39990324,2027.0
15,1,595.6775565896234,0,3,1,0.017227666,2027.0
16,1,229.62166257255464,0,3,5,0.15410167,2027.0
17,1,181.97568854668793,0,2,0,0.35980552,2027.0
18,1,299.1357108272257,0,5,3,0.017586874,2027.0
19,1,52.23235410938962,0,3,4,0.0075014126,2027.0
20,1,2.0,0,2,4,0.2511207,2027.0
21,1,611.2941574641058,0,4,5,0.0010251465,2027.0
22,1,50.61825875614939,0,3,4,0.018503029,2027.0
23,1,179.37882064801192,0,4,5,0.024704823,2027.0
24,1,3.0,0,3,0,0.08631718,2027.0
25,1,613.2570243732251,0,3,1,0.054588377,2027.0
26,1,663.1765092529904,0,4,1,0.0051366836,2027.0
27,1,2.0,0,2,0,0.32088813,2027.0
28,1,2.0,0,2,4,0.1839525,2027.0
29,1,327.4847338726201,0,3,3,0.004512585,2027.0
30,1,2.0,0,2,4,0.4793886,2027.0
31,1,2.0,0,2,0,0.15276177,2027.0
32,1,2.0,0,2,4,0.1764376,2027.0
33,1,3.0,0,3,0,0.13365352,2027.0
34,1,593.4140839919219,0,3,1,0.006996702,2027.0
35,1,2.0,0,2,3,0.48744112,2027.0
36,1,90.63116344471484,0,2,2,0.19223104,2027.0
37,1,3.2016184901143525,0,3,3,0.41423777,2027.0
38,1,32.20383744912081,0,3,4,0.02838313,2027.0
39,1,430.27610492872066,0,3,2,0.009760104,2027.0
40,1,95.60248269595238,0,6,2,0.039692476,2027.0
41,1,17.291125884506016,0,5,0,0.011243696,2027.0
42,1,52.891290669508464,0,2,1,0.27884188,2027.0
43,1,48.78748252228119,0,2,3,0.105649784,2027.0
44,1,51.71522181959646,0,2,5,0.105029546,2027.0
45,1,3.0,0,3,0,0.13328177,2027.0
46,1,2.0,0,2,4,0.08256059,2027.0
47,1,89.7311083750613,0,2,2,0.1384824,2027.0
48,1,3.0,0,3,0,0.23332447,2027.0
49,1,89.83000003269622,0,2,2,0.25356367,2027.0
50,1,5.399090434524034,0,3,3,0.32114193,2027.0
51,1,590.9708922443316,0,3,1,0.010237262,2027.0
52,1,23.090683430060015,0,3,3,0.4575701,2027.0
53,1,47.8801026558683,0,3,4,0.0277913,2027.0
