user_idx,recourse,cost,elicitation,length,mixture_class,model_score
0,0,158.8482134024061,1.0,4,4,0.040312294
1,1,270.77922990323475,1.0,5,4,0.10368984
2,0,2.0,1.0,2,1,0.04860466
3,1,418.98830109357186,1.0,6,3,0.14346187
4,0,2.0,1.0,2,1,0.03155896
5,1,717.9011085338254,1.0,6,5,0.052289
6,1,258.1793098248687,1.0,4,3,0.1682343
7,1,242.32625726178298,1.0,5,0,0.061581556
8,1,155.76404880396896,1.0,6,1,0.18146876
9,1,152.74549622150482,1.0,4,0,0.14493562
10,1,624.1298098524294,1.0,6,5,0.05448069
11,0,20.768234785780898,1.0,4,3,0.041172158
12,0,143.9863847926258,1.0,4,0,0.06171145
13,1,143.83972447484456,1.0,4,0,0.16876987
14,0,4.0,1.0,4,5,0.04057566
15,1,163.00848079904029,1.0,5,0,0.18698905
16,0,4.0,1.0,4,5,0.054265402
17,0,507.34790385495785,1.0,6,4,0.010304988
18,0,5.619721392280087,1.0,2,4,0.009750919
19,1,272.7244795599769,1.0,4,4,0.15682769
20,1,278.5947542613474,1.0,4,3,0.1625127
21,1,200.85550135720976,1.0,5,1,0.13240355
22,0,373.9090775894382,1.0,5,0,0.0805176
23,1,268.80717252885063,1.0,6,2,0.08614124
24,1,25.132374022442733,1.0,4,2,0.041495547
25,0,2.0,1.0,2,2,0.017040763
26,1,27.898216080266895,1.0,5,2,0.07731332
27,1,25.893624700772612,1.0,3,2,0.16628562
28,0,24.030386590805733,1.0,3,3,0.09730074
29,0,1.0,1.0,1,1,0.04205308
30,0,273.6867714846366,1.0,6,4,0.03511378
31,1,152.13728138211397,1.0,4,0,0.16344814
32,1,256.9329617284261,1.0,4,3,0.13944079
33,0,22.825909537600182,1.0,3,3,0.05189213
34,1,422.1894230788587,1.0,5,3,0.082334
35,1,4.0,1.0,4,5,0.17558056
36,1,273.6953545431031,1.0,4,4,0.11553076
37,1,111.98337616477028,1.0,3,3,0.17712352
38,1,255.14059035501083,1.0,4,3,0.13751984
39,0,1.0,1.0,1,1,0.030472258
40,0,27.812752007966047,1.0,4,3,0.028949918
41,0,1.0,1.0,1,1,0.031723473
42,1,462.0035903095795,1.0,6,4,0.050918367
43,1,431.96029540761873,1.0,5,4,0.09371732
44,0,104.06651193677499,1.0,4,0,0.02344574
45,1,193.54656984532687,1.0,3,4,0.18237555
46,1,194.18835991296032,1.0,3,4,0.18360089
47,1,155.17950542035976,1.0,4,0,0.12415475
48,0,1.0,1.0,1,0,0.06046391
49,0,5.740035291641983,1.0,2,4,0.03651007
50,1,192.89014422682845,1.0,6,1,0.16535623
51,0,116.00570919445795,1.0,4,0,0.007166601
52,1,220.3684063951586,1.0,6,4,0.14988938
53,0,4.0,1.0,4,5,0.017542137
54,0,34.07909403739083,1.0,4,3,0.07785998
55,1,146.9843668250199,1.0,4,0,0.1341977
56,1,177.68747538636103,1.0,5,1,0.09144381
57,1,3.0,1.0,3,5,0.1549064
58,1,154.51106374771058,1.0,4,0,0.12224463
59,1,565.3308795379122,1.0,6,4,0.050273206
60,1,178.3528334163592,1.0,3,1,0.18530451
61,1,223.90945603700678,1.0,5,0,0.059513785
62,1,526.0863407387263,1.0,6,4,0.060500357
63,1,23.068013256811618,1.0,5,2,0.081777364
64,1,148.82903413361794,1.0,5,2,0.09254364
65,1,284.4927829508148,1.0,5,3,0.078911364
66,0,3.0,1.0,3,5,0.06132869
67,0,167.82420780976472,1.0,4,0,0.026552428
68,1,255.75191459028002,1.0,4,4,0.15208243
69,1,280.3352633820218,1.0,6,2,0.084769025
70,0,12.932582415638628,1.0,3,3,0.06458731
71,1,158.80304147172762,1.0,4,0,0.10797755
72,0,4.0,1.0,4,5,0.025149645
73,0,424.0331497471287,1.0,5,4,0.044849496
74,1,5.0,1.0,5,5,0.16028927
75,1,270.0603698186366,1.0,4,4,0.14811392
76,1,423.14979778193305,1.0,5,3,0.09359185
77,0,1.0,1.0,1,1,0.041310683
78,0,95.55836957625404,1.0,5,3,0.0044227787
79,1,246.14439098541453,1.0,5,4,0.10147305
80,0,14.264950936508086,1.0,3,3,0.06940879
81,0,2.0,1.0,2,2,0.037550963
82,0,0.0,1.0,0,4,0.0433057
83,0,4.0,1.0,4,5,0.048126243
84,0,1.0,1.0,1,1,0.032427475
85,1,21.934520726989827,1.0,5,2,0.06729518
