user_idx,recourse,cost,is_it_valid,length,mixture_class,model_score,seed
0,1.0,264.4195715454663,False,8,1,0.06282706074433794,2031.0
1,1.0,298.0941971180579,True,6,1,0.13387871897366654,2031.0
2,1.0,159.32138660069822,True,5,2,0.07542818932519774,2031.0
3,0.0,1.0,True,1,5,0.13353331075523733,2031.0
4,0.0,1.0,True,1,1,0.04153810075675093,2031.0
5,0.0,1.0,True,1,5,0.10533643813099768,2031.0
6,0.0,1.0,True,1,3,0.1411396638764311,2031.0
7,1.0,1127.5061488089782,True,9,5,0.04666485170274542,2031.0
8,1.0,213.56755705284684,True,6,1,0.12152342244490388,2031.0
9,1.0,521.3870454645421,True,7,3,0.10533643813099768,2031.0
10,0.0,1.0,True,1,4,0.03617482230698669,2031.0
11,0.0,1.0,True,1,4,0.04869698863704141,2031.0
12,1.0,218.4595471857082,False,5,1,0.13387871897366654,2031.0
13,0.0,1.0,True,1,0,0.07426051619726992,2031.0
14,0.0,1.0,True,1,0,0.06044202373230548,2031.0
15,1.0,150.13429054524136,True,5,2,0.12015262675225996,2031.0
16,1.0,293.4275787710541,True,6,4,0.0,2031.0
17,0.0,1.0,True,1,0,0.1411396638764311,2031.0
18,1.0,142.53319549969206,False,5,1,0.1411396638764311,2031.0
19,0.0,1.0,True,1,3,0.10677370558026908,2031.0
20,0.0,1.0,True,1,5,0.06044202373230548,2031.0
21,0.0,1.0,True,1,0,0.04153810075675093,2031.0
22,1.0,302.9296014388566,True,8,2,0.0,2031.0
23,1.0,137.22757752671572,True,6,3,0.1411396638764311,2031.0
24,1.0,419.86490868234466,False,6,4,0.04153810075675093,2031.0
25,0.0,1.0,True,1,2,0.0538914526328874,2031.0
26,1.0,310.6328605499423,True,6,3,0.062099585110530355,2031.0
27,1.0,298.84144960441523,False,8,2,0.11532096722404728,2031.0
28,0.0,1.0,True,1,1,0.062099585110530355,2031.0
29,0.0,1.0,True,1,3,0.015326047798296237,2031.0
30,0.0,1.0,True,1,4,0.10677370558026908,2031.0
31,0.0,1.0,True,1,2,0.05290991300668976,2031.0
32,0.0,1.0,True,1,0,0.1411396638764311,2031.0
33,0.0,1.0,True,1,5,0.024227674760719943,2031.0
34,1.0,920.8399721257392,False,6,5,0.13387871897366654,2031.0
35,0.0,1.0,True,1,5,0.11739816105549224,2031.0
36,0.0,1.0,True,1,0,0.054193055651474475,2031.0
37,0.0,1.0,True,1,5,0.09411323085442284,2031.0
38,1.0,234.9257695881778,False,7,4,0.07995410644564697,2031.0
39,0.0,1.0,True,1,2,0.1411396638764311,2031.0
40,1.0,521.5650355726161,False,7,3,0.04970053457823645,2031.0
41,1.0,82.11750104790886,True,4,1,0.1411396638764311,2031.0
42,0.0,1.0,True,1,0,0.10533643813099768,2031.0
43,0.0,1.0,True,1,3,0.11532096722404728,2031.0
44,1.0,227.74463518714367,False,6,1,0.11155727469487091,2031.0
45,1.0,463.16236561544304,False,7,4,0.06044202373230548,2031.0
46,0.0,1.0,True,1,3,0.0,2031.0
47,0.0,1.0,True,1,0,0.14626356234387816,2031.0
48,0.0,1.0,True,1,4,0.03617482230698669,2031.0
49,0.0,1.0,True,1,2,0.0978905388606384,2031.0
50,1.0,652.8567501159275,False,9,4,0.06044202373230548,2031.0
51,1.0,427.19105360156243,False,7,3,0.11532096722404728,2031.0
52,1.0,374.6891636189731,True,7,3,0.05706745292642642,2031.0
53,1.0,151.63416974949422,False,5,4,0.12965932837634253,2031.0
54,0.0,1.0,True,1,5,0.13353331075523733,2031.0
55,0.0,1.0,True,1,2,0.11155727469487091,2031.0
56,0.0,1.0,True,1,3,0.13387871897366654,2031.0
57,1.0,630.5982795778632,False,8,3,0.06044202373230548,2031.0
58,0.0,1.0,True,1,2,0.06044202373230548,2031.0
59,1.0,267.2794461794321,True,6,2,0.13387871897366654,2031.0
60,1.0,785.3176575504476,True,7,5,0.05623886763419442,2031.0
61,0.0,1.0,True,1,2,0.0978905388606384,2031.0
62,0.0,1.0,True,1,1,0.042560419964888026,2031.0
63,1.0,160.58122713101005,True,7,2,0.07995410644564697,2031.0
64,0.0,1.0,True,1,3,0.13387871897366654,2031.0
65,0.0,1.0,True,1,2,0.04970053457823645,2031.0
66,1.0,735.4488123249491,True,7,5,0.04313971407039134,2031.0
67,0.0,1.0,True,1,0,0.13387871897366654,2031.0
68,1.0,637.667471402263,True,7,5,0.10677370558026908,2031.0
69,0.0,1.0,True,1,5,0.0978905388606384,2031.0
70,0.0,1.0,True,1,3,0.13387871897366654,2031.0
71,1.0,366.893467525769,True,7,3,0.054193055651474475,2031.0
72,0.0,1.0,True,1,1,0.03617482230698669,2031.0
73,0.0,1.0,True,1,1,0.04869698863704141,2031.0
74,0.0,1.0,True,1,5,0.10677370558026908,2031.0
75,1.0,495.22577525110603,True,6,4,0.04153810075675093,2031.0
76,0.0,1.0,True,1,3,0.01828148554200356,2031.0
77,1.0,945.938881730859,False,7,5,0.10533643813099768,2031.0
78,0.0,1.0,True,1,1,0.04869698863704141,2031.0
79,1.0,517.7865805732927,False,8,3,0.06044202373230548,2031.0
80,0.0,1.0,True,1,3,0.0,2031.0
81,0.0,1.0,True,1,3,0.015326047798296237,2031.0
82,1.0,302.7203086255738,False,8,2,0.13353331075523733,2031.0
83,0.0,1.0,True,1,3,0.01828148554200356,2031.0
84,1.0,505.9688851425002,True,6,5,0.06282706074433794,2031.0
85,0.0,1.0,True,1,0,0.042560419964888026,2031.0
86,0.0,1.0,True,1,4,0.08486049337011109,2031.0
87,0.0,1.0,True,1,1,0.1220705454806904,2031.0
88,1.0,472.4659916859919,True,6,0,0.10677370558026908,2031.0
89,0.0,1.0,True,1,2,0.06044202373230548,2031.0
90,0.0,1.0,True,1,2,0.014678858702230442,2031.0
91,1.0,138.29750885518143,False,6,3,0.1038380491167984,2031.0
92,0.0,1.0,True,1,0,0.04153810075675093,2031.0
93,0.0,1.0,True,1,0,0.13387871897366654,2031.0
94,0.0,1.0,True,1,5,0.11693740583481721,2031.0
95,1.0,40.52537852510757,True,5,3,0.1038380491167984,2031.0
96,0.0,1.0,True,1,3,0.04869698863704141,2031.0
97,0.0,1.0,True,1,0,0.04666485170274542,2031.0
98,0.0,1.0,True,1,1,0.1220705454806904,2031.0
99,1.0,596.9738658730355,False,8,4,0.06044202373230548,2031.0
100,1.0,432.17710235221807,True,6,0,0.10677370558026908,2031.0
101,0.0,1.0,True,1,3,0.0978905388606384,2031.0
102,0.0,1.0,True,1,3,0.10677370558026908,2031.0
103,0.0,1.0,True,1,5,0.062099585110530355,2031.0
104,1.0,1145.6056598086666,False,9,5,0.018281485542003564,2031.0
105,0.0,1.0,True,1,3,0.04666485170274542,2031.0
106,0.0,1.0,True,1,5,0.0978905388606384,2031.0
107,0.0,1.0,True,1,4,0.0978905388606384,2031.0
108,0.0,1.0,True,1,3,0.13387871897366654,2031.0
109,1.0,133.4305099792267,False,6,2,0.06044202373230548,2031.0
110,0.0,1.0,True,1,5,0.062099585110530355,2031.0
111,0.0,1.0,True,1,1,0.037552173568121856,2031.0
112,1.0,249.71722928506625,False,7,3,0.042560419964888026,2031.0
113,1.0,614.0646860095886,False,6,5,0.11739816105549224,2031.0
114,0.0,1.0,True,1,4,0.0851786580849488,2031.0
115,0.0,1.0,True,1,2,0.062099585110530355,2031.0
116,0.0,1.0,True,1,0,0.0978905388606384,2031.0
117,0.0,1.0,True,1,5,0.13387871897366654,2031.0
118,1.0,486.26824009701875,True,8,4,0.04869698863704141,2031.0
119,1.0,302.4981122023466,False,8,2,0.0,2031.0
120,1.0,631.8471264795861,True,7,5,0.10677370558026908,2031.0
121,1.0,687.9214035388944,False,7,5,0.12015262675225996,2031.0
122,1.0,382.2899556455683,True,7,1,0.06044202373230548,2031.0
123,0.0,1.0,True,1,4,0.1411396638764311,2031.0
124,0.0,1.0,True,1,2,0.13387871897366654,2031.0
125,1.0,446.04258088985995,True,7,4,0.0,2031.0
126,1.0,397.28448719318396,False,8,3,0.024227674760719933,2031.0
127,1.0,675.3565364965245,False,6,5,0.13387871897366654,2031.0
128,0.0,1.0,True,1,4,0.015326047798296237,2031.0
129,0.0,1.0,True,1,2,0.10677370558026908,2031.0
130,1.0,387.93380745953226,True,7,1,0.015326047798296237,2031.0
131,1.0,379.29744446853596,False,9,1,0.04869698863704141,2031.0
132,0.0,1.0,True,1,1,0.0,2031.0
133,0.0,1.0,True,1,5,0.062099585110530355,2031.0
134,1.0,325.1988653846503,False,8,4,0.06044202373230548,2031.0
135,0.0,1.0,True,1,0,0.015326047798296237,2031.0
136,1.0,703.6799055156478,True,8,0,0.06044202373230548,2031.0
137,1.0,357.74179191429715,False,8,1,0.09775445056631084,2031.0
138,0.0,1.0,True,1,0,0.05706745292642642,2031.0
139,1.0,765.3233910169802,True,8,0,0.09250176687869215,2031.0
140,1.0,274.3056203810767,True,7,1,0.015326047798296237,2031.0
141,0.0,1.0,True,1,5,0.037552173568121856,2031.0
142,1.0,404.5058591934601,False,6,4,0.13387871897366654,2031.0
143,0.0,1.0,True,1,3,0.05902410021708171,2031.0
144,0.0,1.0,True,1,4,0.0978905388606384,2031.0
145,0.0,1.0,True,1,4,0.015326047798296237,2031.0
146,1.0,151.5778827497,True,7,2,0.06044202373230548,2031.0
147,1.0,276.0032091551567,False,7,2,0.1411396638764311,2031.0
148,1.0,1098.334774627319,False,6,5,0.07542818932519774,2031.0
149,0.0,1.0,True,1,2,0.020838703126586564,2031.0
150,1.0,731.4850823325294,True,6,5,0.09775445056631084,2031.0
151,0.0,1.0,True,1,2,0.062099585110530355,2031.0
152,0.0,1.0,True,1,4,0.015326047798296237,2031.0
153,0.0,1.0,True,1,3,0.04313971407039134,2031.0
154,0.0,1.0,True,1,4,0.08855412489185202,2031.0
155,0.0,1.0,True,1,0,0.06044202373230548,2031.0
156,1.0,714.8796270261407,True,7,5,0.10677370558026908,2031.0
157,1.0,483.79732535427553,True,8,3,0.04869698863704141,2031.0
158,0.0,1.0,True,1,2,0.04869698863704141,2031.0
159,1.0,221.79711138095553,False,7,1,0.016898981922903143,2031.0
160,1.0,100.29455728766531,True,2,5,0.07542818932519774,2031.0
161,1.0,305.23428119987994,False,6,3,0.13387871897366654,2031.0
162,1.0,414.64241637384083,True,7,1,0.06044202373230548,2031.0
163,0.0,1.0,True,1,3,0.0978905388606384,2031.0
164,1.0,741.2767593837432,True,6,5,0.05706745292642642,2031.0
165,1.0,868.5102078283019,True,7,5,0.06044202373230548,2031.0
166,1.0,431.4861903004821,True,7,4,0.11155727469487091,2031.0
167,0.0,1.0,True,1,3,0.03617482230698669,2031.0
168,0.0,1.0,True,1,3,0.010055276381909546,2031.0
169,0.0,1.0,True,1,2,0.06044202373230548,2031.0
170,1.0,425.26090323247,True,7,1,0.06044202373230548,2031.0
171,1.0,693.1620775262002,False,6,5,0.09617672292596414,2031.0
172,0.0,1.0,True,1,0,0.0,2031.0
173,1.0,222.7920508535459,True,7,1,0.05706745292642642,2031.0
174,0.0,1.0,True,1,5,0.04869698863704141,2031.0
175,1.0,541.7975624433243,True,6,0,0.024227674760719933,2031.0
176,1.0,670.1361909231642,False,7,5,0.10677370558026908,2031.0
177,0.0,1.0,True,1,1,0.07542818932519774,2031.0
178,0.0,1.0,True,1,0,0.06044202373230548,2031.0
179,0.0,1.0,True,1,3,0.10677370558026908,2031.0
180,1.0,218.43483796251888,False,5,0,0.04153810075675093,2031.0
181,1.0,189.60612577097893,True,5,4,0.0,2031.0
182,0.0,1.0,True,1,5,0.10677370558026908,2031.0
183,1.0,248.4470127882987,True,7,2,0.13387871897366654,2031.0
184,1.0,641.9945048128881,True,8,0,0.09250176687869215,2031.0
