user_idx,recourse,cost,elicitation,length,mixture_class,model_score
0,1,91.65107024595204,0,6,2,0.011666418
1,1,424.46271749141204,0,3,2,0.0067553
2,1,418.57938761409355,0,3,2,0.0046702027
3,1,55.4302453568812,0,3,4,0.0071567283
4,1,331.65120361909914,0,3,3,0.01103166
5,1,734.8404778931549,0,4,1,0.0006690778
6,1,101.30819803269132,0,3,4,0.008582012
7,1,334.7857240596609,0,3,3,0.00867202
8,1,359.84309834977086,0,3,3,0.010004805
9,1,587.3538038208354,0,3,1,0.004873253
10,1,181.82166609107372,0,3,5,0.005717034
11,1,651.1515847086495,0,4,1,0.011287542
12,1,33.71686609595909,0,3,4,0.0075941556
13,1,181.8611126705873,0,3,0,0.016154835
14,1,427.89797957035734,0,4,2,0.007899395
15,1,176.45126092472586,0,3,5,0.016890239
16,1,589.6645609987847,0,3,1,0.013482074
17,1,183.1271998904395,0,3,0,0.0033275462
18,1,589.4805367856706,0,3,1,0.0043179486
19,1,417.137037860427,0,3,2,0.0062969043
20,1,184.3608891408339,0,3,0,0.00397609
21,1,328.3795344441976,0,3,3,0.01110073
22,1,184.00212558584292,0,3,0,0.015818436
23,1,134.90455425846613,0,4,2,0.012783362
24,1,147.97402225364806,0,5,5,0.0059897765
25,1,588.6386737178584,0,3,1,0.013515342
26,1,39.289161071731456,0,3,4,0.012661975
27,1,358.37068910683746,0,3,3,0.006766363
28,1,415.5549222891424,0,4,2,0.0020622814
29,1,681.9417296910381,0,6,5,0.0038908806
30,1,120.68711041369468,0,5,0,0.0040410855
31,1,421.79996703361485,0,3,2,0.014811895
32,1,603.8229803553793,0,3,1,0.0049605314
33,1,588.2064110897489,0,3,1,0.012296709
34,1,557.2393264244278,0,5,3,0.010382076
35,1,596.8225553220476,0,3,1,0.01500824
36,1,5.0,0,5,0,0.016217723
37,1,7.693950054692031,0,4,0,0.0154206855
38,1,180.03926804219762,0,3,5,0.0066505247
39,1,604.2253683503186,0,3,1,0.007936981
40,1,56.23193642117057,0,3,4,0.0072428673
41,1,663.1765092529904,0,4,1,0.0051366836
42,1,170.5826320643818,0,3,5,0.0046846676
43,1,175.36708855756663,0,3,5,0.011065808
44,1,435.70168986076965,0,3,2,0.007330283
45,1,602.6859908167594,0,3,1,0.00931157
46,1,328.99682621814276,0,3,3,0.0050617224
47,1,580.3904624176374,0,3,1,0.011517548
48,1,166.11827630021463,0,3,5,0.002149205
49,1,157.35103826579711,0,4,4,0.0007754221
50,1,336.55182551705605,0,3,3,0.011897402
51,1,341.77821646506266,0,3,3,0.005894857
52,1,50.82735261309627,0,3,4,0.007899395
53,1,593.595080723419,0,3,1,0.014803041
54,1,593.724188423218,0,3,1,0.0058755237
55,1,422.02546391640914,0,3,2,0.00564713
56,1,181.78248984909584,0,3,0,0.006016269
57,1,167.27831978201297,0,3,5,0.004269489
58,1,374.39346253278205,0,6,3,0.0065005147
59,1,440.7823940429321,0,3,2,0.011356258
60,1,358.44060098015893,0,4,3,0.013499127
61,0,1.0,0,1,3,0.011504959
62,1,586.5420643951201,0,3,1,0.0067129247
63,1,40.738805178642096,0,3,4,0.010224832
64,1,8.853679336914027,0,4,0,0.011924143
65,1,52.250005927983224,0,3,4,0.010192849
66,1,571.9870598701383,0,6,2,0.011705194
67,1,28.41565007689084,0,3,4,0.016897842
68,1,154.68364325981057,0,5,5,0.012257054
69,1,681.3995759827269,0,4,1,0.008143386
70,1,414.87121464409427,0,3,2,0.004437174
71,1,335.2515425147402,0,3,3,0.0060322043
72,1,600.6120010016411,0,3,1,0.008011149
73,1,51.71918753153514,0,3,4,0.01416492
74,1,4.0,0,4,0,0.00983356
75,1,118.41946182646687,0,4,0,0.011262606
76,1,424.80093394183586,0,3,2,0.0039758882
77,1,435.06886169941276,0,3,2,0.013400538
78,1,332.5972375198813,0,3,3,0.011453718
79,1,324.95619091547564,0,3,3,0.004338918
80,1,176.298036957261,0,3,5,0.007850361
81,0,432.23836050440457,0,3,0,0.012833659
82,1,589.8174984378416,0,3,1,0.0047718626
83,1,607.0432771510399,0,3,1,0.008340538
84,1,52.79213824259131,0,3,4,0.009468404
85,1,422.5894487011334,0,3,2,0.009314425
86,1,583.5739178805931,0,3,1,0.00645494
87,1,183.45285454905408,0,3,0,0.010595009
88,1,323.9896997182955,0,4,0,0.008158274
89,1,171.4724572924955,0,3,5,0.0038462654
90,1,140.89712613556875,0,3,4,0.01646772
91,1,331.63810567554975,0,3,3,0.004098925
92,1,166.38992542652184,0,3,5,0.0045689386
93,1,337.2584716926989,0,3,3,0.0048082056
94,1,580.5385281836383,0,6,2,0.006632037
95,1,325.48136296388935,0,3,3,0.0052567087
96,1,173.85677368589643,0,3,5,0.004867415
97,1,415.36223719829115,0,3,2,0.017049655
98,1,425.4368246640206,0,3,2,0.012767653
99,1,603.7269633892776,0,3,1,0.008871724
100,1,420.30957380027763,0,4,2,0.010536978
101,1,46.83675833822977,0,3,4,0.009709298
102,1,343.0857475353746,0,3,3,0.008858321
103,1,167.94216792754867,0,3,5,0.017566174
104,1,244.4152524547887,0,4,4,0.010913167
105,1,426.8692847314377,0,3,2,0.01439833
106,1,177.59743349056106,0,4,5,0.013499127
107,1,338.27532349361263,0,3,3,0.0058954014
108,1,328.14841764870596,0,3,3,0.008895332
109,1,183.29538170555725,0,3,0,0.011132417
110,1,132.08831749524717,0,4,2,0.013280072
111,1,599.9045736034539,0,3,1,0.014581647
112,1,45.41312679150769,0,3,4,0.0048044105
113,1,426.33316306604434,0,3,2,0.0032435732
114,1,264.70401509958856,0,5,4,0.0044983905
115,1,439.28451790405074,0,5,0,0.006261014
116,1,48.964823629637806,0,3,4,0.009333153
117,1,379.62300026898436,0,4,2,0.017596515
118,1,49.638273600483885,0,3,4,0.013617121
119,1,46.482741567494784,0,3,4,0.01091414
120,1,356.2729852769725,0,4,3,0.0100406455
121,1,140.5592265758505,0,5,5,0.006617975
122,1,169.8756205902135,0,3,5,0.007872501
123,1,323.63434899650423,0,3,3,0.002149205
124,1,331.619701952464,0,3,3,0.004716182
125,1,182.42067887918157,0,3,5,0.009683368
126,1,429.84106439514454,0,6,3,0.0038051575
127,1,580.4024873809772,0,5,3,0.004839089
128,1,591.8344061249567,0,3,1,0.0035109078
129,1,328.5604588942001,0,3,3,0.013129264
130,1,333.0354008517416,0,3,3,0.01670559
131,1,411.06270206763327,0,3,2,0.0029874651
132,1,331.1881292392202,0,3,3,0.009128682
133,1,181.74869658145053,0,3,0,0.0065862765
134,1,431.9275331060214,0,3,2,0.009177407
135,1,292.0340183720077,0,4,3,0.016103003
136,1,606.8801479163996,0,6,2,0.01588714
137,1,170.2503197496508,0,3,5,0.003064579
138,1,453.5925581195178,0,3,2,0.009972713
139,1,185.60329583388545,0,3,0,0.0068826424
140,1,346.9389758725622,0,4,3,0.0046789213
141,1,582.93275804179,0,3,1,0.0069049136
142,1,175.10502757073107,0,3,5,0.004018451
143,1,51.117826159438536,0,3,4,0.0054601603
144,1,347.60395965132005,0,3,3,0.006706118
145,1,342.70908799490246,0,3,3,0.009281035
146,1,594.5047823432737,0,3,1,0.0061862026
147,1,182.01747819488904,0,3,0,0.011900469
148,1,587.4357237576872,0,3,1,0.008945333
149,1,52.02420476165702,0,3,4,0.0044757295
150,1,338.49394011333106,0,5,4,0.0067284717
151,1,50.9118277100539,0,3,4,0.010923534
152,1,181.87021156755833,0,3,0,0.007474664
153,1,441.63443816644264,0,3,2,0.0067004347
154,1,184.43444384549605,0,3,0,0.004344401
155,1,417.0101927562339,0,3,2,0.013682083
156,1,411.59238813372014,0,3,2,0.0058368444
157,1,416.099966917335,0,3,2,0.004843325
158,1,320.4033032276147,0,4,3,0.014000249
159,1,3.0,0,3,0,0.012605692
160,0,558.2401483281046,0,5,2,0.0055481433
161,1,3.0,0,3,0,0.016514517
162,1,593.1910619014789,0,3,1,0.011405063
163,1,34.39945971572321,0,3,4,0.005721915
164,1,176.60711852346694,0,3,5,0.010939959
165,1,353.09407209861376,0,4,3,0.008870345
166,1,764.4809820500378,0,4,1,0.012353821
167,1,191.55996932580877,0,3,5,0.014850389
168,1,419.5934809645712,0,3,2,0.011897402
169,1,333.02951772773287,0,3,3,0.009142525
170,1,411.94228127624297,0,3,2,0.012963569
171,1,182.06111099235014,0,3,0,0.01739961
172,1,422.3338333261925,0,4,2,0.007808286
173,1,422.20555798697006,0,3,2,0.016791636
174,1,638.9697183586794,0,3,1,0.009379883
175,1,591.2495875335884,0,3,1,0.004239688
176,1,172.56146820587185,0,3,5,0.014851092
177,1,258.3850770562566,0,5,5,0.0023382418
178,1,3.0,0,3,0,0.012480405
179,1,162.01666775669844,0,3,5,0.0074422206
