user_idx,recourse,cost,elicitation,length,mixture_class,model_score,seed
0,1,175.96602903493908,0,5,5,0.004368610578444143,2030.0
1,1,233.74051055415003,0,5,4,0.0005305945528627418,2030.0
2,1,350.0628676486396,0,5,3,0.007614926997359348,2030.0
3,1,52.894485496447885,0,3,3,0.011843593064926359,2030.0
4,1,247.32077078664133,0,4,1,0.01107155783258247,2030.0
5,1,207.74804165500308,0,3,2,0.017588763616861458,2030.0
6,1,112.50914104673795,0,3,4,0.017301115664107386,2030.0
7,1,49.078444389941104,0,3,3,0.01762949601083501,2030.0
8,1,362.56990013870075,0,5,3,0.0037354361413345443,2030.0
9,1,784.8219438501933,0,5,1,0.001327906812214225,2030.0
10,1,263.13401548576553,0,5,4,0.011077141046272675,2030.0
11,1,587.4434081665702,0,6,5,0.00044671528443562,2030.0
12,1,734.7567000301043,0,4,1,0.00019505038769118555,2030.0
13,1,146.00764064100812,0,4,4,0.004895677152287276,2030.0
14,1,591.3178159929776,0,4,2,0.004284238940569321,2030.0
15,1,169.3439557891415,0,3,1,0.017539274307111153,2030.0
16,1,485.91335632569223,0,5,0,0.0017549304250327386,2030.0
17,1,158.8461029438888,0,4,4,0.009004529399509447,2030.0
18,1,224.06787462258842,0,4,1,0.007834701128572898,2030.0
19,1,523.1914387491687,0,4,2,0.0030441180924349735,2030.0
20,1,541.001846169895,0,5,2,0.006995280837132078,2030.0
21,1,330.4934177767388,0,5,4,0.016960254505381103,2030.0
22,1,215.15631304701077,0,4,4,0.0043435054960108115,2030.0
23,1,348.6857588309827,0,5,1,0.005580158570767378,2030.0
24,1,51.33825681928623,0,3,5,0.012122861213455011,2030.0
25,1,163.62144641749984,0,5,5,0.0017223725224642947,2030.0
26,1,315.1416780321155,0,4,3,0.006787181185637181,2030.0
27,1,170.67770243346112,0,4,5,0.0079759600548121,2030.0
28,1,629.3679695659084,0,6,3,0.0017044360590319416,2030.0
29,1,108.5468845420775,0,3,4,0.0192916254732332,2030.0
30,1,53.8782101131601,0,4,5,0.01144235589309897,2030.0
31,1,349.13583419178667,0,5,0,0.0036727335158930835,2030.0
32,1,62.34394887467221,0,4,3,0.01734414437514652,2030.0
33,1,165.28225617823995,0,4,5,0.0029348888324608213,2030.0
34,1,55.04504406604016,0,3,5,0.01876035624721056,2030.0
35,1,110.82282849433567,0,3,4,0.014133179625712311,2030.0
36,1,538.1119929222607,0,5,2,0.01746814496745786,2030.0
37,1,843.8405332364712,0,5,1,0.0018029054654066289,2030.0
38,1,507.7968907369292,0,5,5,0.001955692980492248,2030.0
39,1,174.87412683045807,0,3,1,0.012032475220445092,2030.0
40,1,908.363061256303,0,6,1,0.00044483888029462915,2030.0
41,1,501.47167981338276,0,4,5,0.011593953122054254,2030.0
42,1,336.1758296403212,0,4,3,0.010201798978411794,2030.0
43,1,173.1702079904635,0,4,5,0.011572080970656075,2030.0
44,1,155.6817111871831,0,4,4,0.006085493545395296,2030.0
45,1,609.1544902781638,0,6,5,0.0006365080068592736,2030.0
46,1,219.29325729436133,0,4,4,0.01928647032358651,2030.0
