user_idx,recourse,cost,elicitation,length,mixture_class,model_score
0,1,50.91181503537227,1.0,2,5,0.19935058
1,1,2.0,1.0,2,4,0.12766592
2,1,52.910405703408685,1.0,3,5,0.14145547
3,1,2.0,1.0,2,2,0.49692807
4,1,2.0,1.0,2,4,0.06983453
5,1,350.94352652816497,1.0,4,3,0.012024559
6,1,2.0,1.0,2,4,0.09527259
7,1,592.2632136048339,1.0,3,1,0.011895294
8,1,336.55182551705605,1.0,3,3,0.011897402
9,1,56.605722000976684,1.0,3,5,0.09988915
10,1,78.9879862822232,1.0,3,1,0.21406023
11,1,2.0,1.0,2,4,0.481334
12,1,173.61014912065767,1.0,3,5,0.0058755237
13,1,373.52442743753727,1.0,4,3,0.062315557
14,1,54.479884245396505,1.0,2,1,0.3999032
15,1,596.9956340979114,1.0,3,1,0.017227666
16,1,229.62166257255464,1.0,3,5,0.15410167
17,1,3.0,1.0,3,0,0.35980546
18,1,299.1357108272257,1.0,5,3,0.017586874
19,1,52.23235410938962,1.0,3,4,0.007501409
20,1,2.0,1.0,2,4,0.25112066
21,1,626.8524635759267,1.0,5,5,0.0010251465
22,1,50.61825875614939,1.0,3,4,0.018503029
23,1,179.37882064801192,1.0,4,5,0.024704823
24,1,3.0,1.0,3,0,0.08631716
25,1,605.924428689829,1.0,3,1,0.05458836
26,1,663.1765092529904,1.0,4,1,0.0051366864
27,1,2.0,1.0,2,0,0.32088816
28,1,2.0,1.0,2,4,0.1839525
29,0,16.537924219471694,1.0,6,3,0.004512585
30,1,2.0,1.0,2,4,0.4793886
31,1,2.0,1.0,2,0,0.1527618
32,1,2.0,1.0,2,4,0.1764376
33,1,3.0,1.0,3,0,0.1336535
34,1,593.4140839919219,1.0,3,1,0.0069966987
35,1,4.546965852355152,1.0,3,3,0.48744115
36,1,90.63116344471484,1.0,2,2,0.19223106
37,1,3.2016184901143525,1.0,3,3,0.41423777
38,1,32.20383744912081,1.0,3,4,0.028383136
39,1,430.27610492872066,1.0,3,2,0.009760104
40,1,95.60248269595238,1.0,6,2,0.039692476
41,1,10.145562942253008,1.0,4,0,0.011243696
42,1,52.891290669508464,1.0,2,1,0.2788419
43,1,68.86913798667624,1.0,3,3,0.105649784
44,1,51.71522181959646,1.0,2,5,0.105029546
45,1,3.0,1.0,3,0,0.13328177
46,1,2.0,1.0,2,4,0.08256059
47,1,89.7311083750613,1.0,2,2,0.13848242
48,1,3.0,1.0,3,0,0.23332447
49,1,90.83000003269622,1.0,3,2,0.25356367
50,1,5.399090434524034,1.0,3,3,0.32114193
51,1,590.9708922443316,1.0,3,1,0.010237257
52,1,5.182450737084178,1.0,3,3,0.45757017
53,1,47.8801026558683,1.0,3,4,0.027791295
54,1,55.406016835088835,1.0,2,1,0.17648697
55,1,4.0,1.0,4,0,0.3062686
56,1,2.0,1.0,2,4,0.06715619
57,1,575.036294859909,1.0,6,2,0.005866406
58,1,45.41312679150769,1.0,3,4,0.0048044105
59,1,2.0,1.0,2,4,0.056361303
60,1,183.221815233687,1.0,4,1,0.023152312
61,1,91.78436526544222,1.0,3,2,0.067006335
62,1,5.692415918914804,1.0,4,0,0.022531537
63,1,3.0,1.0,3,0,0.39184058
64,1,2.0,1.0,2,4,0.19237262
65,1,4.0,1.0,4,0,0.46815398
66,1,367.4424875858384,1.0,4,0,0.0040410855
67,1,47.21886636531805,1.0,3,4,0.03281329
68,1,3.0,1.0,3,0,0.037031513
69,1,26.021359656752363,1.0,4,5,0.2554748
70,1,2.0,1.0,2,4,0.19332768
71,1,436.110141503217,1.0,3,2,0.0044633937
72,1,52.173910406074256,1.0,2,5,0.10906861
73,1,126.24801614007208,1.0,3,1,0.35433137
74,1,90.69767766151128,1.0,3,2,0.080734685
75,1,604.3180389007446,1.0,3,1,0.1112844
76,1,90.01563016673316,1.0,3,2,0.03525853
77,1,170.2986400390261,1.0,3,5,0.013142152
78,1,54.32826582246319,1.0,2,1,0.14812775
79,1,4.0,1.0,4,0,0.33305162
80,1,25.24344320430201,1.0,4,3,0.19663556
81,1,582.93275804179,1.0,3,1,0.0069049136
82,1,2.0,1.0,2,4,0.075925834
83,1,2.0,1.0,2,2,0.49474153
